iter	Logloss
283	0.1189161253
284	0.1189105521
285	0.1188981679
286	0.1188845028
287	0.1188697939
288	0.1188520027
289	0.1188341434
290	0.1188183872
291	0.1188118767
292	0.1187956949
293	0.1187570079
294	0.1187367256
295	0.1187320136
296	0.1187213387
297	0.1186971928
298	0.1186855357
299	0.1186697851
300	0.118652778
301	0.1186242949
302	0.1186181836
303	0.1186014506
304	0.1185928366
305	0.1185643414
306	0.1185509461
307	0.1185373936
308	0.1185204171
309	0.1185087616
310	0.1184902572
311	0.1184832991
312	0.118466518
313	0.1184524736
314	0.1184456137
315	0.118428906
316	0.1184059668
317	0.1183946964
318	0.1183786904
319	0.118363892
320	0.1183603069
321	0.1183495464
322	0.1183398452
323	0.1183321244
324	0.1183201785
325	0.1183103744
326	0.1182990273
327	0.1182848001
328	0.1182598356
329	0.1182461129
330	0.1182273573
331	0.1182189164
332	0.1182019891
333	0.1181929594
334	0.1181886129
335	0.1181751478
336	0.1181479391
337	0.1181368579
338	0.1181197882
339	0.1180967492
340	0.1180889236
341	0.1180734106
342	0.1180705013
343	0.1180606221
344	0.1180433685
345	0.1180255834
346	0.1180106558
347	0.1179948604
348	0.117991537
349	0.1179771498
350	0.1179569147
351	0.117941014
352	0.1179134181
353	0.117906421
354	0.1178882024
355	0.1178739914
356	0.1178614042
357	0.1178533768
358	0.1178459869
359	0.1178309023
360	0.117816336
361	0.1178034007
362	0.1177901578
363	0.1177772682
364	0.1177645386
365	0.1177422653
366	0.1177280655
367	0.1177150337
368	0.1177076897
369	0.1176877598
370	0.1176762011
371	0.1176625834
372	0.1176557809
373	0.1176494918
374	0.1176422281
375	0.1176267986
376	0.1176208615
377	0.1176044586
378	0.1175895345
379	0.1175610627
380	0.1175477537
381	0.1175291279
382	0.1175281064
383	0.1175107473
384	0.1175022003
385	0.1174840744
386	0.1174757771
387	0.1174557278
388	0.1174342774
389	0.1174197188
390	0.1174135264
391	0.1173994067
392	0.1173952237
393	0.1173830121
394	0.1173673069
395	0.1173504197
396	0.1173372047
397	0.1173262982
398	0.1173107338
399	0.1172975559
400	0.1172788347
401	0.1172641775
402	0.1172554381
403	0.1172364135
404	0.1172318517
405	0.1172195387
406	0.1172067856
407	0.1171998032
408	0.117185519
409	0.1171840577
410	0.1171705501
411	0.1171573277
412	0.1171486044
413	0.1171426565
414	0.1171295283
415	0.1171162477
416	0.1170961975
417	0.1170818793
418	0.1170684338
419	0.1170432203
420	0.1170327664
421	0.1170098673
422	0.1170000849
423	0.1169932973
424	0.1169841144
425	0.116980585
426	0.1169671678
427	0.116954448
428	0.1169425781
429	0.1169311465
430	0.1169222603
431	0.1169138505
432	0.1169003699
433	0.1168838884
434	0.1168724733
435	0.1168594252
436	0.1168477118
437	0.1168372208
438	0.1168237481
439	0.1168083327
440	0.116802807
441	0.1167973768
442	0.1167841166
443	0.1167737903
444	0.116772865
445	0.1167628871
446	0.1167461853
447	0.1167362681
448	0.1167317626
449	0.1167235557
450	0.1167062871
451	0.1166901694
452	0.1166789006
453	0.1166652249
454	0.1166617468
455	0.116654962
456	0.1166403932
457	0.1166245142
458	0.1165992253
459	0.1165909696
460	0.1165748173
461	0.1165586588
462	0.116544118
463	0.1165280791
464	0.1165213359
465	0.1165051396
466	0.1164933108
467	0.1164776052
468	0.1164617769
469	0.116447947
470	0.1164373878
471	0.1164186337
472	0.1164029673
473	0.116390018
474	0.1163750523
475	0.1163580491
476	0.1163509225
477	0.1163432388
478	0.1163405797
479	0.1163224391
480	0.1163130277
481	0.1162975817
482	0.1162848027
483	0.1162758442
484	0.116260775
485	0.1162508943
486	0.1162403755
487	0.1162336891
488	0.1162244393
489	0.1162098744
490	0.1161977906
491	0.1161841246
492	0.1161704582
493	0.1161633062
494	0.1161568014
495	0.1161556397
496	0.1161449049
497	0.1161380693
498	0.1161323597
499	0.116117398
500	0.1161063989
501	0.1160930491
502	0.1160782959
503	0.1160660881
504	0.1160545943
505	0.1160418484
506	0.1160235636
507	0.1160083942
508	0.1159940109
509	0.1159813483
510	0.1159707235
511	0.1159579331
512	0.1159398205
513	0.115929401
514	0.1159143043
515	0.115900458
516	0.1158956578
517	0.11588169
518	0.1158778573
519	0.1158657771
520	0.1158554886
521	0.1158468946
522	0.115838821
523	0.1158275487
524	0.1158140103
525	0.1158030213
526	0.1157870668
527	0.1157788105
528	0.1157598957
529	0.1157474527
530	0.1157429488
531	0.1157300368
532	0.115717189
533	0.115703462
534	0.1156964633
535	0.1156889672
536	0.1156735759
537	0.1156640248
538	0.115648895
539	0.1156321616
540	0.1156226697
541	0.1156095149
542	0.115600308
543	0.1155851712
544	0.1155669552
545	0.1155585511
546	0.1155498673
547	0.1155415705
548	0.1155328627
549	0.1155191912
550	0.1155054076
551	0.1154927186
552	0.1154848116
553	0.115474797
554	0.1154632267
555	0.1154575428
556	0.1154473631
557	0.1154410984
558	0.1154363915
559	0.1154251259
560	0.1154145253
561	0.1154037501
562	0.1154003069
563	0.1153924671
564	0.1153857598
565	0.1153790556
566	0.1153697966
567	0.1153631858
568	0.1153528055
569	0.1153344152
570	0.1153200882
571	0.1153117447
572	0.1153082745
573	0.1152995838
574	0.1152979452
575	0.1152960346
576	0.1152921574
577	0.1152884561
578	0.115276835
579	0.1152691185
580	0.1152572757
581	0.1152445378
582	0.1152423279
583	0.1152281892
584	0.1152173906
585	0.1152048481
586	0.115197157
587	0.1151852041
588	0.115181998
589	0.1151669221
590	0.1151573781
591	0.1151467924
592	0.1151386609
593	0.1151337142
594	0.1151205513
595	0.1151058018
596	0.1150917176
597	0.1150764951
598	0.1150694737
599	0.1150591122
600	0.1150516359
601	0.1150482212
602	0.1150355284
603	0.115027537
604	0.1150168563
605	0.1150052241
606	0.1149911691
607	0.1149792312
608	0.1149726442
609	0.1149683574
610	0.1149527964
611	0.1149384228
612	0.1149322711
613	0.1149232753
614	0.1149173173
615	0.114910796
616	0.1149033394
617	0.1148905731
618	0.1148786167
619	0.114866589
620	0.1148549822
621	0.1148505733
622	0.1148380267
623	0.1148311496
624	0.1148171631
625	0.1148081947
626	0.1147935496
627	0.1147919935
628	0.1147896984
629	0.1147793943
630	0.1147688135
631	0.1147574268
632	0.1147404964
633	0.1147299163
634	0.1147225689
635	0.1147076034
636	0.1146973561
637	0.1146918964
638	0.1146798444
639	0.1146727051
640	0.1146589664
641	0.1146458425
642	0.1146370134
643	0.11463211
644	0.1146219303
645	0.1146125264
646	0.1146095994
647	0.1145985847
648	0.1145891306
649	0.1145786496
650	0.1145649726
651	0.1145587759
652	0.1145517439
653	0.1145490382
654	0.1145287349
655	0.1145167623
656	0.1145028372
657	0.1144894687
658	0.1144792256
659	0.1144655949
660	0.1144547227
661	0.1144439489
662	0.1144357241
663	0.1144267292
664	0.1144052703
665	0.1143934372
666	0.1143828621
667	0.114378259
668	0.1143621734
669	0.114350956
670	0.1143413826
671	0.114324066
672	0.1143129094
673	0.11430431
674	0.1142969371
675	0.1142886487
676	0.1142802485
677	0.1142740906
678	0.1142648118
679	0.114253026
680	0.1142427254
681	0.11423702
682	0.1142251837
683	0.1142119266
684	0.1142023444
685	0.1141949758
686	0.1141804712
687	0.1141671426
688	0.1141566755
689	0.1141462443
690	0.1141368445
691	0.1141281064
692	0.1141160643
693	0.1141133566
694	0.1141007531
695	0.1140899095
696	0.1140811752
697	0.1140693419
698	0.1140626422
699	0.1140515145
700	0.1140402714
701	0.1140292297
702	0.1140185395
703	0.1140072395
704	0.1139950531
705	0.1139822617
706	0.1139692847
707	0.1139626335
708	0.1139514412
709	0.1139418011
710	0.1139214821
711	0.1139103057
712	0.1139009008
713	0.1138910908
714	0.1138860945
715	0.1138763972
716	0.1138725237
717	0.1138626452
718	0.1138600036
719	0.1138440807
720	0.1138347608
721	0.1138256737
722	0.1138177483
723	0.1138087328
724	0.1138034824
725	0.1137907667
726	0.1137809293
727	0.1137728786
728	0.1137582849
729	0.1137446412
730	0.1137285596
731	0.113713739
732	0.1137011685
733	0.1136914235
734	0.1136847937
735	0.1136789963
736	0.1136719784
737	0.1136622513
738	0.1136574251
739	0.1136468356
740	0.1136404309
741	0.1136324703
742	0.1136221933
743	0.113611702
744	0.1136052506
745	0.1135954726
746	0.1135823052
747	0.1135698616
748	0.1135592922
749	0.1135495624
750	0.1135391331
751	0.1135194279
752	0.1135064841
753	0.113495971
754	0.1134851654
755	0.113479674
756	0.1134695309
757	0.1134527112
758	0.1134426855
759	0.1134380873
760	0.1134260517
761	0.1134156927
762	0.1134145668
763	0.1134031025
764	0.1133865394
765	0.1133764758
766	0.1133675206
767	0.1133584038
768	0.1133505177
769	0.1133456837
770	0.1133296649
771	0.113320528
772	0.1133154812
773	0.1133045149
774	0.1132932676
775	0.1132908166
776	0.1132789424
777	0.1132704979
778	0.1132565938
779	0.1132486325
780	0.1132405165
781	0.1132273081
782	0.1132105815
783	0.1132071963
784	0.1131950783
785	0.1131886303
786	0.1131766658
787	0.1131651121
788	0.1131547166
789	0.1131466952
790	0.113136104
791	0.113130049
792	0.1131182041
793	0.1131092749
794	0.1131056734
795	0.1131022335
796	0.1130927104
797	0.1130877263
798	0.1130797489
799	0.1130681574
800	0.1130597891
801	0.1130498286
802	0.1130459193
803	0.1130361122
804	0.1130286766
805	0.1130131322
806	0.1130065617
807	0.1129948433
808	0.1129872346
809	0.1129763159
810	0.1129741662
811	0.1129634036
812	0.1129575496
813	0.1129506479
814	0.1129388409
815	0.1129278842
816	0.1129159906
817	0.1129035609
818	0.1128892972
819	0.1128830127
820	0.1128777726
821	0.1128671713
822	0.1128584839
823	0.1128528672
824	0.1128479688
825	0.1128430354
826	0.1128381866
827	0.1128253726
828	0.1128063263
829	0.1127958794
830	0.1127838416
831	0.1127803318
832	0.1127723006
833	0.1127534094
834	0.1127418905
835	0.1127312152
836	0.1127193879
837	0.1127085554
838	0.1126978227
839	0.1126960772
840	0.1126842247
841	0.1126760957
842	0.1126668416
843	0.1126541346
844	0.1126395883
845	0.1126376421
846	0.112623538
847	0.1126145453
848	0.1125988668
849	0.1125880577
850	0.1125766695
851	0.1125713008
852	0.1125666701
853	0.1125571753
854	0.1125514978
855	0.1125449072
856	0.1125349165
857	0.1125267303
858	0.1125189798
859	0.1125020074
860	0.112495375
861	0.1124833318
862	0.1124735669
863	0.1124656535
864	0.1124538383
865	0.1124441588
866	0.1124350466
867	0.1124296417
868	0.1124250571
869	0.1124158083
870	0.1124064906
871	0.112396525
872	0.1123879675
873	0.1123806902
874	0.1123718121
875	0.1123632994
876	0.1123539039
877	0.1123431239
878	0.112331934
879	0.1123211823
880	0.1123193978
881	0.1123104438
882	0.1123022727
883	0.1122925535
884	0.1122860014
885	0.1122737419
886	0.1122661378
887	0.1122529444
888	0.1122478319
889	0.1122442703
890	0.1122344929
891	0.1122314137
892	0.1122295557
893	0.1122144353
894	0.1122048096
895	0.1121965368
896	0.1121819578
897	0.1121712017
898	0.1121620995
899	0.1121520863
900	0.1121365254
901	0.1121264492
902	0.1121149941
903	0.1121051399
904	0.1120961923
905	0.1120847202
906	0.1120759079
907	0.1120644415
908	0.1120543052
909	0.112045552
910	0.1120367152
911	0.112031032
912	0.1120284518
913	0.1120187744
914	0.1120134183
915	0.1120016142
916	0.1119931855
917	0.1119828825
918	0.11197061
919	0.1119599867
920	0.1119489061
921	0.1119400168
922	0.1119313792
923	0.1119222969
924	0.1119194459
925	0.111910908
926	0.1118998459
927	0.111895759
928	0.1118859488
929	0.1118788997
930	0.1118722642
931	0.1118634309
932	0.1118506545
933	0.1118376293
934	0.1118278724
935	0.1118214115
936	0.1118101296
937	0.1118037245
938	0.1117942698
939	0.1117865858
940	0.1117786771
941	0.1117633585
942	0.1117555036
943	0.1117519806
944	0.1117442543
945	0.1117352783
946	0.1117322925
947	0.1117259527
948	0.1117246744
949	0.1117185603
950	0.1117078147
951	0.1116969453
952	0.1116883764
953	0.1116766448
954	0.1116667044
955	0.1116592674
956	0.1116547252
957	0.1116457657
958	0.1116352738
959	0.1116239221
960	0.1116135348
961	0.1116066012
962	0.1115970043
963	0.1115878032
964	0.1115765346
965	0.1115722196
966	0.1115657293
967	0.1115540804
968	0.1115447352
969	0.1115383289
970	0.1115276024
971	0.1115222556
972	0.1115135491
973	0.1115050603
974	0.1114940848
975	0.1114842958
976	0.1114701526
977	0.1114595994
978	0.1114508261
979	0.1114482482
980	0.1114377503
981	0.1114299219
982	0.1114212623
983	0.1114192758
984	0.1114104134
985	0.1114073996
986	0.1113953803
987	0.1113899692
988	0.1113724885
989	0.1113656096
990	0.1113571855
991	0.1113531445
992	0.1113447098
993	0.1113423884
994	0.1113311324
995	0.111320592
996	0.1113122597
997	0.1113030895
998	0.1112969237
999	0.1112908737
